City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Torbay,47.6666,-52.7314,-0.9,68,9,1.34,CA,1674929158
278,Waunakee,43.1919,-89.4557,-6.77,81,100,3.09,US,1674929292
279,Bol,13.4586,14.7147,26.89,40,71,1.97,TD,1674929292
280,Lima,-12.0432,-77.0282,24.14,69,0,4.63,PE,1674929229
281,Broken Hill,-31.95,141.4333,26.86,34,100,8.18,AU,1674929293
282,Bafra,41.5678,35.9069,11.57,86,33,2.06,TR,1674929293
283,Kenai,60.5544,-151.2583,-2.7,86,75,2.06,US,1674929293
284,Puerto Baquerizo Moreno,-0.9,-89.6,26.55,83,75,2.57,EC,1674929294
285,Atasū,48.6814,71.6433,-19.71,93,91,1.4,KZ,1674929294
286,Lüderitz,-26.6481,15.1594,22.05,63,0,12.0,NA,1674929294
287,Nabire,-3.3667,135.4833,23.77,95,100,1.99,ID,1674929295
288,Sinop Province,41.7711,34.8709,5.35,90,76,0.66,TR,1674929132
289,Lac du Bonnet,50.2536,-96.0612,-22.72,89,69,3.45,CA,1674929024
290,Zhongshu,24.5167,103.7667,-0.41,67,17,2.32,CN,1674929295
291,Balkhash,46.844,74.9804,-14.19,81,99,3.26,KZ,1674929296
292,Bamenda,5.9527,10.1582,21.92,62,73,1.55,CM,1674929296
293,Acarí,-15.4311,-74.6158,29.32,55,87,5.58,PE,1674929296
294,Padang,-0.9492,100.3543,24.65,86,100,1.47,ID,1674929297
295,Mabaruma,8.2,-59.7833,28.54,51,17,3.31,GY,1674929297
296,Olinda,-8.0089,-34.8553,29.85,58,40,5.14,BR,1674929297
297,Tuatapere,-46.1333,167.6833,10.82,88,6,0.95,NZ,1674929298
298,Aracoiaba,-4.3711,-38.8142,34.05,34,23,3.03,BR,1674929298
299,Mbandaka,0.0487,18.2603,27.02,59,71,1.97,CD,1674929299
300,Valdivia,-39.8142,-73.2459,28.05,29,0,1.81,CL,1674929299
301,Klyuchi,52.2667,79.1667,-11.25,82,5,6.12,RU,1674929299
302,Tiznit Province,29.5833,-9.5,10.71,58,3,4.3,MA,1674929300
303,Lebu,-37.6167,-73.65,18.49,61,0,9.55,CL,1674929300
304,Vestmannaeyjar,63.4427,-20.2734,6.55,87,40,8.23,IS,1674929300
305,Inuvik,68.3499,-133.7218,-22.66,87,38,6.36,CA,1674929301
306,Concarneau,47.875,-3.9225,6.44,71,67,3.31,FR,1674929301
307,Rapid City,44.0805,-103.231,-10.08,83,100,6.17,US,1674929301
308,Zyryanka,65.75,150.85,-31.27,98,95,0.51,RU,1674929302
309,Port Lincoln,-34.7333,135.8667,17.82,92,100,7.42,AU,1674929302
310,Roald,62.5833,6.1333,5.18,75,75,7.2,NO,1674929303
311,Waipawa,-41.4122,175.5153,16.57,98,100,1.97,NZ,1674929303
312,Sinnamary,5.3833,-52.95,26.2,71,84,3.83,GF,1674929303
313,Sokoni,-6.4333,39.55,26.82,77,0,6.67,TZ,1674929304
314,College,64.8569,-147.8028,-8.85,81,100,0.0,US,1674929304
315,Myaundzha,63.0494,147.1858,-29.68,99,94,0.41,RU,1674929304
316,Barraute,48.4335,-77.6328,-17.3,82,100,5.02,CA,1674929305
317,Gornopravdinsk,60.05,69.9,-17.94,99,60,2.44,RU,1674929305
318,Havøysund,70.9963,24.6622,1.13,75,99,12.41,NO,1674929306
319,Chisec,15.8167,-90.2833,30.13,57,83,1.93,GT,1674929306
320,Pangnirtung,66.1451,-65.7125,-39.13,95,99,1.72,CA,1674929306
321,Barra do Bugres,-15.0725,-57.1811,23.27,92,100,2.71,BR,1674929146
322,Kulhudhuffushi,6.6221,73.07,26.64,75,2,2.6,MV,1674929307
323,Mattoon,39.4831,-88.3728,11.69,66,0,6.17,US,1674929307
324,Alice Springs,-23.7,133.8833,23.75,94,93,3.09,AU,1674929030
325,Nouakchott,18.0858,-15.9785,26.96,24,22,4.68,MR,1674929308
326,Saint Anthony,45.0205,-93.218,-13.75,67,0,3.6,US,1674929308
327,Gorontalo,0.5412,123.0595,23.34,96,87,1.69,ID,1674929308
328,Trincomalee,8.5711,81.2335,24.9,76,95,4.48,LK,1674929308
329,Hare Bay,48.8499,-54.0148,-2.67,56,15,2.82,CA,1674929309
330,Columbia,34.0007,-81.0348,13.92,39,0,1.54,US,1674929233
331,Bubaque,11.2833,-15.8333,25.17,79,54,7.14,GW,1674929309
332,Illapel,-31.6308,-71.1653,30.16,31,0,3.98,CL,1674929309
333,Noril'sk,69.3535,88.2027,-20.13,98,99,2.45,RU,1674929133
334,Tyrma,50.0833,132.1667,-37.84,100,38,0.49,RU,1674929310
335,Balod,20.73,81.2047,19.84,46,0,2.32,IN,1674929310
336,Bengkulu,-3.8004,102.2655,24.56,88,100,4.83,ID,1674929311
337,Sorong,-0.8833,131.25,25.66,85,100,0.83,ID,1674929311
338,Mehamn,71.0357,27.8492,-1.03,80,40,6.69,NO,1674929311
339,Paragominas,-2.9667,-47.4833,31.15,51,93,2.41,BR,1674929312
340,Laguna,38.421,-121.4238,13.16,83,0,0.0,US,1674929312
341,Tombouctou,20.0,-3.0,15.75,12,99,2.38,ML,1674929312
342,Necochea,-38.5473,-58.7368,26.59,55,7,6.75,AR,1674929313
343,Westport,41.1415,-73.3579,11.31,46,29,2.68,US,1674929281
344,Albemarle,35.3501,-80.2001,14.91,26,0,2.06,US,1674929313
345,Yenagoa,4.9247,6.2642,26.62,78,98,1.81,NG,1674929313
346,Bahía Blanca,-38.7196,-62.2724,34.05,23,0,0.45,AR,1674929314
347,Davila,18.4726,120.5763,20.79,81,59,10.52,PH,1674929314
348,Oktyabr'skiy,54.4815,53.471,-16.88,100,86,1.65,RU,1674929315
349,Iquitos,-3.7481,-73.2472,31.02,74,75,2.06,PE,1674929315
350,Guerrero Negro,27.9769,-114.0611,17.15,41,95,1.98,MX,1674929030
351,Golubitskaya,45.3222,37.2822,10.23,89,100,5.52,RU,1674929315
352,Vardø,70.3705,31.1107,0.49,95,99,5.21,NO,1674929316
353,Chifeng,42.2683,118.9636,-10.68,69,43,4.04,CN,1674929317
354,Marawi,7.9986,124.2928,19.82,98,88,0.87,PH,1674929318
355,Arrondissement de Gourdon,44.75,1.5,-0.59,84,64,2.13,FR,1674929319
356,Nelson Bay,-32.7167,152.15,24.44,94,31,3.58,AU,1674929319
357,Bambanglipuro,-7.95,110.2833,24.23,94,100,0.38,ID,1674929319
358,Port Macquarie,-31.4333,152.9167,21.61,92,45,4.33,AU,1674929258
359,Zaria,11.1113,7.7227,28.65,17,89,1.65,NG,1674929320
360,Nizwá,22.9333,57.5333,17.37,57,4,2.62,OM,1674929320
361,Alyangula,-13.8483,136.4192,26.79,81,96,2.21,AU,1674929321
362,Akdepe,42.0551,59.3788,-1.44,51,0,4.34,TM,1674929321
363,Palmer,42.1584,-72.3287,9.4,41,20,4.12,US,1674929321
364,Neuquén,-38.9516,-68.0591,36.83,12,0,5.53,AR,1674929299
365,Saint Paul Harbor,57.79,-152.4072,-0.27,100,100,2.57,US,1674929321
366,Tara,56.8944,74.371,-6.98,95,100,3.6,RU,1674929322
367,Hasaki,35.7333,140.8333,-2.78,46,48,5.81,JP,1674929322
368,Barreirinha,-2.7933,-57.07,27.7,77,97,2.49,BR,1674929153
369,Alberdi,-32.8899,-60.6906,32.17,55,22,1.79,AR,1674929323
370,Santa Marta,11.2408,-74.199,30.5,49,4,8.05,CO,1674929323
371,Ati,13.2154,18.3353,29.52,10,79,3.47,TD,1674929323
372,Bongandanga,1.5,21.05,29.69,39,98,1.28,CD,1674929323
373,Karratha,-20.7377,116.8463,29.52,57,34,3.37,AU,1674929324
374,Atbasar,51.8,68.3333,-12.88,92,100,4.87,KZ,1674929324
375,Calvinia,-31.4707,19.776,20.69,53,1,5.69,ZA,1674929325
376,Rocha,-34.4833,-54.3333,24.34,77,93,4.48,UY,1674929325
377,Lavrentiya,65.5833,-171.0,-8.94,96,100,0.56,RU,1674929325
378,Mackay,-21.15,149.2,24.27,80,15,5.0,AU,1674929326
379,Bandarbeyla,9.4942,50.8122,24.57,71,50,9.92,SO,1674929326
380,Qaryat Sulūq,31.6682,20.2521,13.68,56,26,3.35,LY,1674929326
381,Alofi,-19.0595,-169.9187,27.34,75,95,5.4,NU,1674929327
382,Kismayo,-0.3582,42.5454,24.9,79,0,7.85,SO,1674929327
383,Warwick,41.7001,-71.4162,11.54,43,20,9.26,US,1674929208
384,Igurubi,-4.0,33.7,23.67,56,6,3.73,TZ,1674929327
385,Grindavik,63.8424,-22.4338,4.26,87,75,7.2,IS,1674929328
386,Talaya,61.3833,152.75,-35.02,100,97,0.99,RU,1674929328
387,Cap Malheureux,-19.9842,57.6142,25.82,84,87,2.74,MU,1674929329
388,Singaraja,-8.112,115.0882,24.77,92,100,2.24,ID,1674929329
389,Mogadishu,2.0371,45.3438,24.9,82,0,10.41,SO,1674929096
390,Bilibino,68.0546,166.4372,-20.1,95,97,1.41,RU,1674929329
391,Saýat,38.7839,63.8803,0.38,64,94,2.87,TM,1674929330
392,Terra Boa,-23.7681,-52.4442,30.31,54,27,2.19,BR,1674929330
393,Severo-Kuril'sk,50.6789,156.125,-4.08,81,100,6.17,RU,1674929330
394,Yar-Sale,66.8333,70.8333,-18.93,97,100,3.29,RU,1674929331
395,Morro Bay,35.3658,-120.8499,14.95,74,0,2.24,US,1674929205
396,Yerofey Pavlovich,53.9667,121.9667,-27.11,98,99,1.1,RU,1674929331
397,Beloha,-25.1667,45.05,25.79,76,100,10.8,MG,1674929331
398,Touros,-5.1989,-35.4608,29.65,53,8,7.65,BR,1674929332
399,Tilichiki,60.4667,166.1,-2.88,94,100,3.84,RU,1674929332
400,Eureka,40.8021,-124.1637,9.34,92,23,0.45,US,1674929046
401,Angleton,29.1694,-95.4319,22.19,81,100,8.53,US,1674929332
402,Mossamedes,-15.1961,12.1522,24.41,81,93,4.15,AO,1674929333
403,Harper,4.375,-7.7169,27.91,74,74,3.87,LR,1674929333
404,Karla,59.3723,24.9275,0.87,88,100,6.17,EE,1674929333
405,Chicama,-7.8447,-79.1469,21.3,57,100,4.33,PE,1674929334
406,Kushikino,31.7167,130.2667,-0.51,97,95,2.55,JP,1674929334
407,Sironj,24.1,77.7,16.25,42,0,3.25,IN,1674929335
408,Vadsø,70.0744,29.7487,-1.91,86,20,6.69,NO,1674929336
409,Amahai,-3.3333,128.9167,25.77,86,99,1.58,ID,1674929336
410,Yaan,7.3833,8.5667,33.43,31,70,4.37,NG,1674929336
411,Tynda,55.1667,124.7167,-27.1,99,100,0.54,RU,1674929337
412,Launceston,-41.45,147.1667,18.8,75,100,7.2,AU,1674929337
413,Laiyang,36.9758,120.7136,-7.48,69,2,1.77,CN,1674929337
414,Qaqortoq,60.7167,-46.0333,-6.79,75,100,15.17,GL,1674929286
415,Barcelos,41.5388,-8.6151,12.08,73,1,2.9,PT,1674929338
416,Korčula,42.9622,17.1369,9.1,51,40,3.71,HR,1674929338
417,Uyuni,-20.4597,-66.825,19.64,25,98,7.45,BO,1674929338
418,Oranjemund,-28.55,16.4333,17.44,89,8,9.19,NA,1674929339
419,Shirokiy,49.758,129.523,-39.32,100,18,1.09,RU,1674929339
420,Dingle,10.9995,122.6711,23.43,93,95,5.98,PH,1674929140
421,Almeirim,-1.5233,-52.5817,30.34,54,93,2.72,BR,1674929339
422,Yeppoon,-23.1333,150.7333,22.88,82,5,3.44,AU,1674929340
423,Zwedru,6.0667,-8.1281,26.47,73,81,2.84,LR,1674929340
424,Pacanga,-7.1667,-79.5,28.37,51,83,5.54,PE,1674929341
425,Cruzeiro do Sul,-29.5128,-51.9853,39.31,19,47,2.24,BR,1674929341
426,Elizabeth City,36.2946,-76.2511,15.03,44,0,3.13,US,1674929342
427,Voyvozh,62.892,54.9635,-8.89,95,100,4.53,RU,1674929342
428,Yong’an,39.6957,113.6871,-9.99,46,0,3.84,CN,1674929343
429,Shimoda,34.6667,138.95,1.17,69,8,9.66,JP,1674929343
430,Tambovka,50.0969,128.0489,-38.81,100,66,1.69,RU,1674929343
431,Nchelenge,-9.3451,28.734,21.83,83,95,2.07,ZM,1674929344
432,Sydney,-33.8679,151.2073,24.24,90,75,5.66,AU,1674929118
433,Kaposvár,46.3667,17.8,0.04,91,97,2.71,HU,1674929344
434,Barra de Tecoanapa,16.5167,-98.75,28.43,52,0,3.52,MX,1674929344
435,Ketchikan,55.3422,-131.6461,5.99,48,0,2.06,US,1674929345
436,Betioky,-23.7167,44.3833,24.15,89,100,7.01,MG,1674929345
437,Djebeniana,35.035,10.9081,11.65,46,17,5.59,TN,1674929345
438,Kumano,34.3442,132.5894,-0.75,80,65,2.85,JP,1674929346
439,Kaeo,-35.1,173.7833,21.29,97,96,2.63,NZ,1674929346
440,Pimentel,-6.8367,-79.9342,28.16,54,20,6.69,PE,1674929346
441,Vostok,46.4856,135.8833,-34.69,99,82,1.79,RU,1674929347
442,Mutatá,7.2441,-76.4356,30.61,60,90,2.43,CO,1674929347
443,Thinadhoo,0.5333,72.9333,27.19,77,64,5.59,MV,1674929347
444,Fairbanks,64.8378,-147.7164,-8.84,81,100,0.0,US,1674929109
445,Labuhan,-6.8844,112.2051,24.28,93,100,2.58,ID,1674929348
446,Ancud,-41.8697,-73.8203,18.15,68,20,4.19,CL,1674929349
447,Tabuk,17.4189,121.4443,17.81,87,100,2.98,PH,1674929349
448,Khovd,48.0056,91.6419,-17.95,82,1,0.54,MN,1674929349
449,Taywarah,33.35,64.4167,-11.33,97,97,1.21,AF,1674929350
450,Itacaré,-14.2775,-38.9967,27.97,67,25,3.21,BR,1674929350
451,Kumluca,36.3703,30.2869,13.01,74,21,2.59,TR,1674929350
452,Mbini,1.574,9.6134,27.21,73,62,3.15,GQ,1674929351
453,Salinas,36.6777,-121.6555,12.68,81,0,4.12,US,1674929351
454,Machado,-21.6747,-45.9197,25.59,76,87,1.73,BR,1674929351
455,Buin,-33.7333,-70.75,33.92,12,0,4.28,CL,1674929071
456,Visnes,59.3556,5.2242,6.23,87,20,3.6,NO,1674929352
457,Manacapuru,-3.2997,-60.6206,28.41,74,95,1.71,BR,1674929352
458,Naushki,50.3828,106.1056,-24.19,98,32,1.21,RU,1674929353
459,Rīngas,27.35,75.5667,12.87,23,12,2.27,IN,1674929314
460,Qiqihar,47.3408,123.9672,-18.76,98,100,3.13,CN,1674929353
461,Sibolga,1.7427,98.7792,24.27,87,100,1.47,ID,1674929241
462,Matara,5.9485,80.5353,23.04,87,100,0.55,LK,1674929353
463,Okha,53.5739,142.9478,-24.1,87,100,7.99,RU,1674929354
464,Hambantota,6.1241,81.1185,24.58,75,100,3.32,LK,1674929354
465,Puerto Peñasco,31.3167,-113.5333,13.84,60,91,3.13,MX,1674929354
466,Adrar,20.5022,-10.0711,18.52,30,38,3.94,MR,1674929355
467,Sakakah,29.9697,40.2064,16.34,43,44,4.57,SA,1674929355
468,Balakirevo,56.5059,38.8432,-14.76,100,61,1.73,RU,1674929356
469,Antofagasta,-23.65,-70.4,22.6,70,77,4.22,CL,1674929125
470,Talnakh,69.4865,88.3972,-19.2,97,99,2.75,RU,1674929356
471,Conde,-7.2597,-34.9075,28.7,61,40,8.23,BR,1674929357
472,Shīeli,44.1667,66.75,-2.61,56,0,1.97,KZ,1674929357
473,Sur,22.5667,59.5289,20.26,70,25,8.48,OM,1674929357
474,Camaná,-16.6228,-72.7111,24.69,77,80,4.35,PE,1674929358
475,Maricá,-22.9194,-42.8186,32.97,79,20,3.65,BR,1674929358
476,Kayerkan,69.3497,87.7602,-20.26,98,99,2.39,RU,1674929359
477,Ontario,34.0633,-117.6509,16.04,52,0,2.06,US,1674929303
478,Madimba,-10.4,40.3333,25.74,81,21,4.31,TZ,1674929359
479,Beecher,43.09,-83.6944,-0.13,75,75,3.09,US,1674929359
480,Taoudenni,22.6783,-3.9836,17.44,22,32,0.7,ML,1674929360
481,Aden,12.7794,45.0367,24.79,78,24,7.44,YE,1674929241
482,Batagay-Alyta,67.8006,130.4114,-41.19,95,14,1.18,RU,1674929360
483,Manor,19.75,72.9167,21.16,88,0,1.28,IN,1674929361
484,Muhos,64.808,25.9931,-0.62,96,68,4.87,FI,1674929361
485,Villa Carlos Paz,-31.4241,-64.4978,29.48,57,23,1.34,AR,1674929361
486,Erzin,36.9559,36.2,9.61,71,45,2.28,TR,1674929362
487,Tungor,53.3808,142.9564,-24.15,85,100,8.36,RU,1674929362
488,Sechura,-5.5569,-80.8222,28.25,55,90,5.33,PE,1674929362
489,Ghātanji,20.1333,78.3167,23.84,30,0,0.74,IN,1674929363
490,Ayan,56.45,138.1667,-26.21,86,38,2.4,RU,1674929363
491,Deputatsky,69.3,139.9,-31.14,97,100,1.33,RU,1674929363
492,Iquique,-20.2208,-70.1431,25.02,74,27,2.99,CL,1674929364
493,Coruripe,-10.1256,-36.1756,29.41,55,0,6.05,BR,1674929364
494,Aklavik,68.2191,-135.0107,-25.05,94,60,6.94,CA,1674929365
495,Madang,-5.2246,145.7966,23.85,92,44,1.74,PG,1674929365
496,Severo-Yeniseyskiy,60.3725,93.0408,-16.49,97,100,1.84,RU,1674929365
497,Mosetse,-20.75,26.65,27.65,21,52,1.95,BW,1674929366
498,Natal,-5.795,-35.2094,31.36,48,20,6.17,BR,1674929366
499,Plettenberg Bay,-34.0527,23.3716,17.55,78,100,6.25,ZA,1674929366
500,Irondale,33.5382,-86.7072,14.43,41,75,3.09,US,1674929367
501,Alekseyevskoye,55.3071,50.1135,-16.68,100,94,0.58,RU,1674929367
502,Saint-Pierre,-21.3393,55.4781,26.82,83,0,1.03,RE,1674929368
503,Kang,-23.6752,22.7876,30.25,24,27,3.57,BW,1674929368
504,Sosnovo-Ozerskoye,52.5249,111.5418,-19.5,92,57,3.11,RU,1674929368
505,Bani Walid,31.7566,13.9942,10.42,33,3,3.46,LY,1674929369
506,Buraidah,26.326,43.975,15.48,46,1,3.87,SA,1674929369
507,Myitkyina,25.3833,97.4,16.59,63,29,1.22,MM,1674929370
508,Puertollano,38.6871,-4.1073,6.49,67,55,2.52,ES,1674929370
509,Meulaboh,4.1363,96.1285,24.21,87,99,1.17,ID,1674929370
510,Qui Nhon,13.7667,109.2333,20.25,82,99,8.36,VN,1674929370
511,Kiryat Gat,31.61,34.7642,17.67,100,22,1.93,IL,1674929371
512,Cururupu,-1.8283,-44.8683,28.55,68,85,2.51,BR,1674929371
513,Yulara,-25.2406,130.9889,23.8,77,100,2.15,AU,1674929372
514,Nuevo Progreso,23.1667,-97.95,25.26,58,64,2.24,MX,1674929372
515,Gigmoto,13.7796,124.39,24.22,90,100,8.81,PH,1674929372
516,Margate,51.3813,1.3862,4.83,73,27,0.45,GB,1674929373
517,Merauke,-8.4667,140.3333,26.0,84,100,0.72,ID,1674929373
518,Bridgton,44.0548,-70.7128,4.99,62,71,4.39,US,1674929373
519,Tual,-5.6667,132.75,27.37,76,97,3.13,ID,1674929374
520,Sakaiminato,35.55,133.2333,3.46,68,100,8.43,JP,1674929374
521,Kotovo,50.3211,44.8012,-8.79,92,100,2.96,RU,1674929375
522,San Felipe,10.3399,-68.7425,29.03,34,63,3.59,VE,1674929375
523,Awjilah,29.1081,21.2869,14.7,39,11,3.83,LY,1674929375
524,Micheweni,-4.9667,39.8333,26.52,75,2,7.11,TZ,1674929376
525,Viedma,-40.8135,-62.9967,33.59,14,6,3.08,AR,1674929376
526,Half Moon Bay,37.4636,-122.4286,13.03,89,20,2.57,US,1674929376
527,Coquimbo,-29.9533,-71.3436,19.85,72,20,7.2,CL,1674929376
528,Rock Springs,41.5875,-109.2029,-2.31,83,100,8.75,US,1674929377
529,San Fernando del Valle de Catamarca,-28.4696,-65.7852,28.1,70,89,0.45,AR,1674929377
530,Barra do Garças,-15.89,-52.2567,28.09,69,77,3.22,BR,1674929325
531,Okulovka,58.4008,33.2908,-8.39,95,91,3.96,RU,1674929378
532,Prince Rupert,54.3161,-130.3201,0.05,100,40,2.06,CA,1674929378
533,Martapura,-3.4167,114.85,23.05,100,100,3.09,ID,1674929378
534,Zaječar,43.9036,22.2641,2.54,90,100,3.46,RS,1674929379
535,Grand Gaube,-20.0064,57.6608,25.77,85,83,2.96,MU,1674929379
536,Tanete,-3.9443,119.7848,23.76,96,100,1.36,ID,1674929379
537,Praia da Vitória,38.7333,-27.0667,15.98,79,86,4.11,PT,1674929380
538,Golden,39.7555,-105.2211,2.24,69,75,4.92,US,1674929379
539,Ixtapa,20.7,-105.2,24.57,57,100,0.0,MX,1674929381
540,Kununurra,-15.7667,128.7333,26.99,94,75,1.54,AU,1674929249
541,Anito,12.4497,125.2886,24.35,90,96,2.55,PH,1674929381
542,Karaton,-6.3424,106.1045,23.48,96,100,1.93,ID,1674929381
543,Doiwāla,30.1833,78.1167,13.39,38,0,1.97,IN,1674929382
544,Vila Franca do Campo,37.7167,-25.4333,14.23,75,63,4.9,PT,1674929382
545,Ambilobe,-13.2,49.05,24.65,90,82,1.02,MG,1674929382
546,Dhidhdhoo,6.8833,73.1,26.55,78,5,3.7,MV,1674929383
547,San Vicente,-26.6167,-54.1333,35.75,22,48,1.6,AR,1674929383
548,Longyan,25.1072,117.0225,2.08,61,18,1.44,CN,1674929383
549,Qiongshan,20.0058,110.3542,14.72,50,32,4.87,CN,1674929387
550,Santa Maria,-29.6842,-53.8069,31.58,38,81,1.24,BR,1674929114
551,Udachny,66.4167,112.4,-43.02,100,69,1.18,RU,1674929387
552,Ojuelos de Jalisco,21.8667,-101.5833,18.71,17,78,6.44,MX,1674929387
